PROCEDURE,Amount,Key_FS,Source
86320,17.19,8632026,Medicare FL
86325,17.19,8632526,Medicare FL
86327,20.73,8632726,Medicare FL
86334,17.19,8633426,Medicare FL
86335,17.19,8633526,Medicare FL
86486,6.12,86486,Medicare FL
86490,71.83,86490,Medicare FL
86510,7.37,86510,Medicare FL
86580,9.88,86580,Medicare FL
87164,18.44,8716426,Medicare FL
87207,17.19,8720726,Medicare FL
88104,72.67,88104,Medicare FL
88104,26.33,8810426,Medicare FL
88104,46.35,88104TC,Medicare FL
88106,68.23,88106,Medicare FL
88106,18.12,8810626,Medicare FL
88106,50.10,88106TC,Medicare FL
88108,65.69,88108,Medicare FL
88108,21.39,8810826,Medicare FL
88108,44.29,88108TC,Medicare FL
88112,65.30,88112,Medicare FL
88112,26.33,8811226,Medicare FL
88112,38.98,88112TC,Medicare FL
88120,547.41,88120,Medicare FL
88120,55.32,8812026,Medicare FL
88120,492.10,88120TC,Medicare FL
88121,396.33,88121,Medicare FL
88121,46.15,8812126,Medicare FL
88121,350.18,88121TC,Medicare FL
88125,27.78,88125,Medicare FL
88125,13.21,8812526,Medicare FL
88125,14.57,88125TC,Medicare FL
88141,23.22,88141,Medicare FL
88160,76.31,88160,Medicare FL
88160,24.33,8816026,Medicare FL
88160,51.98,88160TC,Medicare FL
88161,77.87,88161,Medicare FL
88161,24.02,8816126,Medicare FL
88161,53.86,88161TC,Medicare FL
88162,123.00,88162,Medicare FL
88162,37.36,8816226,Medicare FL
88162,85.64,88162TC,Medicare FL
88172,53.98,88172,Medicare FL
88172,33.47,8817226,Medicare FL
88172,20.51,88172TC,Medicare FL
88173,160.73,88173,Medicare FL
88173,66.33,8817326,Medicare FL
88173,94.40,88173TC,Medicare FL
88177,28.55,88177,Medicare FL
88177,20.73,8817726,Medicare FL
88177,7.82,88177TC,Medicare FL
88182,159.35,88182,Medicare FL
88182,36.45,8818226,Medicare FL
88182,122.91,88182TC,Medicare FL
88184,73.57,88184,Medicare FL
88185,22.22,88185,Medicare FL
88187,34.86,88187,Medicare FL
88188,60.08,88188,Medicare FL
88189,81.46,88189,Medicare FL
88291,32.68,88291,Medicare FL
88300,15.84,88300,Medicare FL
88300,4.40,8830026,Medicare FL
88300,11.44,88300TC,Medicare FL
88302,31.90,88302,Medicare FL
88302,6.69,8830226,Medicare FL
88302,25.21,88302TC,Medicare FL
88304,41.15,88304,Medicare FL
88304,10.94,8830426,Medicare FL
88304,30.21,88304TC,Medicare FL
88305,69.12,88305,Medicare FL
88305,35.47,8830526,Medicare FL
88305,33.66,88305TC,Medicare FL
88307,274.75,88307,Medicare FL
88307,77.86,8830726,Medicare FL
88307,196.89,88307TC,Medicare FL
88309,413.32,88309,Medicare FL
88309,137.26,8830926,Medicare FL
88309,276.06,88309TC,Medicare FL
88311,19.92,88311,Medicare FL
88311,11.61,8831126,Medicare FL
88311,8.31,88311TC,Medicare FL
88312,107.19,88312,Medicare FL
88312,25.35,8831226,Medicare FL
88312,81.84,88312TC,Medicare FL
88313,78.74,88313,Medicare FL
88313,11.61,8831326,Medicare FL
88313,67.14,88313TC,Medicare FL
88314,84.66,88314,Medicare FL
88314,19.54,8831426,Medicare FL
88314,65.12,88314TC,Medicare FL
88319,129.87,88319,Medicare FL
88319,25.64,8831926,Medicare FL
88319,104.23,88319TC,Medicare FL
88321,95.09,88321,Medicare FL
88323,112.13,88323,Medicare FL
88323,84.11,8832326,Medicare FL
88323,28.02,88323TC,Medicare FL
88325,152.67,88325,Medicare FL
88329,53.67,88329,Medicare FL
88331,97.71,88331,Medicare FL
88331,58.74,8833126,Medicare FL
88331,38.98,88331TC,Medicare FL
88332,52.53,88332,Medicare FL
88332,28.89,8833226,Medicare FL
88332,23.64,88332TC,Medicare FL
88333,88.66,88333,Medicare FL
88333,58.44,8833326,Medicare FL
88333,30.21,88333TC,Medicare FL
88334,53.58,88334,Medicare FL
88334,35.43,8833426,Medicare FL
88334,18.15,88334TC,Medicare FL
88341,86.40,88341,Medicare FL
88341,26.64,8834126,Medicare FL
88341,59.76,88341TC,Medicare FL
88342,101.25,88342,Medicare FL
88342,33.18,8834226,Medicare FL
88342,68.08,88342TC,Medicare FL
88344,164.29,88344,Medicare FL
88344,36.45,8834426,Medicare FL
88344,127.84,88344TC,Medicare FL
88346,142.81,88346,Medicare FL
88346,34.20,8834626,Medicare FL
88346,108.62,88346TC,Medicare FL
88348,459.59,88348,Medicare FL
88348,73.14,8834826,Medicare FL
88348,386.45,88348TC,Medicare FL
88350,108.54,88350,Medicare FL
88350,27.64,8835026,Medicare FL
88350,80.90,88350TC,Medicare FL
88355,122.81,88355,Medicare FL
88355,73.02,8835526,Medicare FL
88355,49.79,88355TC,Medicare FL
88356,227.90,88356,Medicare FL
88356,117.02,8835626,Medicare FL
88356,110.88,88356TC,Medicare FL
88358,130.71,88358,Medicare FL
88358,46.99,8835826,Medicare FL
88358,83.72,88358TC,Medicare FL
88360,115.01,88360,Medicare FL
88360,39.42,8836026,Medicare FL
88360,75.58,88360TC,Medicare FL
88361,114.27,88361,Medicare FL
88361,41.50,8836126,Medicare FL
88361,72.77,88361TC,Medicare FL
88362,220.70,88362,Medicare FL
88362,105.97,8836226,Medicare FL
88362,114.74,88362TC,Medicare FL
88363,22.68,88363,Medicare FL
88364,126.91,88364,Medicare FL
88364,32.24,8836426,Medicare FL
88364,94.67,88364TC,Medicare FL
88365,168.75,88365,Medicare FL
88365,40.73,8836526,Medicare FL
88365,128.02,88365TC,Medicare FL
88366,258.19,88366,Medicare FL
88366,58.52,8836626,Medicare FL
88366,199.67,88366TC,Medicare FL
88367,106.63,88367,Medicare FL
88367,31.67,8836726,Medicare FL
88367,74.96,88367TC,Medicare FL
88368,141.21,88368,Medicare FL
88368,40.11,8836826,Medicare FL
88368,101.11,88368TC,Medicare FL
88369,122.22,88369,Medicare FL
88369,31.93,8836926,Medicare FL
88369,90.29,88369TC,Medicare FL
88371,18.44,8837126,Medicare FL
88372,17.19,8837226,Medicare FL
88373,64.85,88373,Medicare FL
88373,24.00,8837326,Medicare FL
88373,40.85,88373TC,Medicare FL
88374,272.24,88374,Medicare FL
88374,40.21,8837426,Medicare FL
88374,232.04,88374TC,Medicare FL
88375,46.50,88375,Medicare FL
88377,374.60,88377,Medicare FL
88377,60.86,8837726,Medicare FL
88377,313.74,88377TC,Medicare FL
88380,119.69,88380,Medicare FL
88380,50.01,8838026,Medicare FL
88380,69.68,88380TC,Medicare FL
88381,190.93,88381,Medicare FL
88381,22.51,8838126,Medicare FL
88381,168.42,88381TC,Medicare FL
88387,32.57,88387,Medicare FL
88387,25.51,8838726,Medicare FL
88387,7.06,88387TC,Medicare FL
88388,35.04,88388,Medicare FL
88388,22.35,8838826,Medicare FL
88388,12.69,88388TC,Medicare FL
89049,273.94,89049,Medicare FL
89060,17.19,8906026,Medicare FL
89220,18.32,89220,Medicare FL
89230,2.99,89230,Medicare FL
90460,22.42,90460,Medicare FL
90461,8.67,90461,Medicare FL
90471,19.91,90471,Medicare FL
90472,14.24,90472,Medicare FL
90473,16.16,90473,Medicare FL
90474,11.74,90474,Medicare FL
90785,14.60,90785,Medicare FL
90791,171.19,90791,Medicare FL
90792,193.40,90792,Medicare FL
90832,77.96,90832,Medicare FL
90833,71.95,90833,Medicare FL
90834,102.75,90834,Medicare FL
90836,90.80,90836,Medicare FL
90837,151.51,90837,Medicare FL
90838,120.43,90838,Medicare FL
90839,145.98,90839,Medicare FL
90840,72.75,90840,Medicare FL
90845,97.62,90845,Medicare FL
90846,97.92,90846,Medicare FL
90847,102.52,90847,Medicare FL
90849,36.95,90849,Medicare FL
90853,27.56,90853,Medicare FL
90865,159.71,90865,Medicare FL
90870,168.83,90870,Medicare FL
90880,101.80,90880,Medicare FL
90901,39.66,90901,Medicare FL
90912,78.40,90912,Medicare FL
90913,31.56,90913,Medicare FL
90935,70.24,90935,Medicare FL
90937,100.99,90937,Medicare FL
90945,84.35,90945,Medicare FL
90947,121.46,90947,Medicare FL
90951,"1,163.57",90951,Medicare FL
90954,997.17,90954,Medicare FL
90955,517.23,90955,Medicare FL
90956,343.51,90956,Medicare FL
90957,761.66,90957,Medicare FL
90958,494.94,90958,Medicare FL
90959,322.27,90959,Medicare FL
90960,349.26,90960,Medicare FL
90961,289.84,90961,Medicare FL
90962,199.36,90962,Medicare FL
90963,600.88,90963,Medicare FL
90964,514.86,90964,Medicare FL
90965,493.86,90965,Medicare FL
90966,289.84,90966,Medicare FL
90967,17.32,90967,Medicare FL
90968,16.99,90968,Medicare FL
90969,16.66,90969,Medicare FL
90970,9.30,90970,Medicare FL
90997,86.96,90997,Medicare FL
91010,211.41,91010,Medicare FL
91010,63.06,9101026,Medicare FL
91010,148.35,91010TC,Medicare FL
91013,24.32,91013,Medicare FL
91013,8.98,9101326,Medicare FL
91013,15.33,91013TC,Medicare FL
91020,263.68,91020,Medicare FL
91020,70.40,9102026,Medicare FL
91020,193.27,91020TC,Medicare FL
91022,167.13,91022,Medicare FL
91022,70.40,9102226,Medicare FL
91022,96.72,91022TC,Medicare FL
91030,139.12,91030,Medicare FL
91030,44.59,9103026,Medicare FL
91030,94.53,91030TC,Medicare FL
91034,182.95,91034,Medicare FL
91034,48.67,9103426,Medicare FL
91034,134.27,91034TC,Medicare FL
91035,432.43,91035,Medicare FL
91035,80.06,9103526,Medicare FL
91035,352.37,91035TC,Medicare FL
91037,161.32,91037,Medicare FL
91037,47.38,9103726,Medicare FL
91037,113.93,91037TC,Medicare FL
91038,381.41,91038,Medicare FL
91038,54.08,9103826,Medicare FL
91038,327.33,91038TC,Medicare FL
91040,488.03,91040,Medicare FL
91040,48.54,9104026,Medicare FL
91040,439.49,91040TC,Medicare FL
91065,70.21,91065,Medicare FL
91065,9.65,9106526,Medicare FL
91065,60.57,91065TC,Medicare FL
91110,691.13,91110,Medicare FL
91110,108.96,9111026,Medicare FL
91110,582.17,91110TC,Medicare FL
91111,823.56,91111,Medicare FL
91111,43.94,9111126,Medicare FL
91111,779.62,91111TC,Medicare FL
91112,"1,516.15",91112,Medicare FL
91112,102.42,9111226,Medicare FL
91112,"1,413.73",91112TC,Medicare FL
91113,845.46,91113,Medicare FL
91113,117.61,9111326,Medicare FL
91113,727.85,91113TC,Medicare FL
91117,133.66,91117,Medicare FL
91120,472.34,91120,Medicare FL
91120,47.25,9112026,Medicare FL
91120,425.10,91120TC,Medicare FL
91122,264.72,91122,Medicare FL
91122,85.84,9112226,Medicare FL
91122,178.88,91122TC,Medicare FL
91132,412.09,91132,Medicare FL
91132,25.48,9113226,Medicare FL
91132,386.61,91132TC,Medicare FL
91133,433.34,91133,Medicare FL
91133,32.02,9113326,Medicare FL
91133,401.32,91133TC,Medicare FL
91200,29.56,91200,Medicare FL
91200,10.29,9120026,Medicare FL
91200,19.26,91200TC,Medicare FL
92002,81.59,92002,Medicare FL
92004,144.07,92004,Medicare FL
92012,85.91,92012,Medicare FL
92014,121.50,92014,Medicare FL
92018,135.35,92018,Medicare FL
92019,70.94,92019,Medicare FL
92020,26.57,92020,Medicare FL
92025,35.16,92025,Medicare FL
92025,18.71,9202526,Medicare FL
92025,16.45,92025TC,Medicare FL
92060,61.49,92060,Medicare FL
92060,35.66,9206026,Medicare FL
92060,25.83,92060TC,Medicare FL
92065,38.83,92065,Medicare FL
92066,24.89,92066,Medicare FL
92071,35.36,92071,Medicare FL
92072,121.00,92072,Medicare FL
92081,32.24,92081,Medicare FL
92081,15.48,9208126,Medicare FL
92081,16.76,92081TC,Medicare FL
92082,45.27,92082,Medicare FL
92082,20.06,9208226,Medicare FL
92082,25.21,92082TC,Medicare FL
92083,60.80,92083,Medicare FL
92083,25.89,9208326,Medicare FL
92083,34.91,92083TC,Medicare FL
92100,81.36,92100,Medicare FL
92132,30.36,92132,Medicare FL
92132,15.79,9213226,Medicare FL
92132,14.57,92132TC,Medicare FL
92133,35.26,92133,Medicare FL
92133,20.69,9213326,Medicare FL
92133,14.57,92133TC,Medicare FL
92134,39.11,92134,Medicare FL
92134,23.92,9213426,Medicare FL
92134,15.19,92134TC,Medicare FL
92136,45.55,92136,Medicare FL
92136,29.10,9213626,Medicare FL
92136,16.45,92136TC,Medicare FL
92145,12.75,92145,Medicare FL
92145,5.38,9214526,Medicare FL
92145,7.37,92145TC,Medicare FL
92201,24.30,92201,Medicare FL
92202,15.09,92202,Medicare FL
92227,16.76,92227,Medicare FL
92228,28.84,92228,Medicare FL
92228,16.15,9222826,Medicare FL
92228,12.69,92228TC,Medicare FL
92229,38.66,92229,Medicare FL
92230,130.33,92230,Medicare FL
92235,154.23,92235,Medicare FL
92235,40.47,9223526,Medicare FL
92235,113.76,92235TC,Medicare FL
92240,179.48,92240,Medicare FL
92240,46.01,9224026,Medicare FL
92240,133.47,92240TC,Medicare FL
92242,266.38,92242,Medicare FL
92242,52.18,9224226,Medicare FL
92242,214.20,92242TC,Medicare FL
92250,35.88,92250,Medicare FL
92250,20.06,9225026,Medicare FL
92250,15.82,92250TC,Medicare FL
92260,18.72,92260,Medicare FL
92265,83.64,92265,Medicare FL
92265,43.72,9226526,Medicare FL
92265,39.91,92265TC,Medicare FL
92270,112.29,92270,Medicare FL
92270,40.59,9227026,Medicare FL
92270,71.69,92270TC,Medicare FL
92273,120.18,92273,Medicare FL
92273,34.72,9227326,Medicare FL
92273,85.46,92273TC,Medicare FL
92274,85.43,92274,Medicare FL
92274,31.75,9227426,Medicare FL
92274,53.68,92274TC,Medicare FL
92283,51.69,92283,Medicare FL
92283,8.34,9228326,Medicare FL
92283,43.36,92283TC,Medicare FL
92284,35.22,92284,Medicare FL
92285,22.35,92285,Medicare FL
92285,3.09,9228526,Medicare FL
92285,19.26,92285TC,Medicare FL
92286,37.76,92286,Medicare FL
92286,20.69,9228626,Medicare FL
92286,17.07,92286TC,Medicare FL
92287,135.07,92287,Medicare FL
92287,28.20,9228726,Medicare FL
92287,106.88,92287TC,Medicare FL
92311,99.02,92311,Medicare FL
92312,118.33,92312,Medicare FL
92313,94.01,92313,Medicare FL
92315,77.74,92315,Medicare FL
92316,96.34,92316,Medicare FL
92317,82.12,92317,Medicare FL
92325,38.66,92325,Medicare FL
92326,37.10,92326,Medicare FL
92502,93.95,92502,Medicare FL
92504,27.76,92504,Medicare FL
92507,74.78,92507,Medicare FL
92508,23.68,92508,Medicare FL
92511,112.06,92511,Medicare FL
92512,62.19,92512,Medicare FL
92516,69.28,92516,Medicare FL
92517,74.40,92517,Medicare FL
92518,75.69,92518,Medicare FL
92519,122.63,92519,Medicare FL
92520,84.32,92520,Medicare FL
92521,130.37,92521,Medicare FL
92522,109.57,92522,Medicare FL
92523,223.45,92523,Medicare FL
92524,108.01,92524,Medicare FL
92526,82.68,92526,Medicare FL
92537,38.78,92537,Medicare FL
92537,29.85,9253726,Medicare FL
92537,8.94,92537TC,Medicare FL
92538,21.91,92538,Medicare FL
92538,15.48,9253826,Medicare FL
92538,6.43,92538TC,Medicare FL
92540,103.65,92540,Medicare FL
92540,74.38,9254026,Medicare FL
92540,29.28,92540TC,Medicare FL
92541,24.62,92541,Medicare FL
92541,20.37,9254126,Medicare FL
92541,4.24,92541TC,Medicare FL
92542,28.22,92542,Medicare FL
92542,23.98,9254226,Medicare FL
92542,4.24,92542TC,Medicare FL
92544,17.47,92544,Medicare FL
92544,13.86,9254426,Medicare FL
92544,3.62,92544TC,Medicare FL
92545,16.50,92545,Medicare FL
92545,12.88,9254526,Medicare FL
92545,3.62,92545TC,Medicare FL
92546,125.64,92546,Medicare FL
92546,14.52,9254626,Medicare FL
92546,111.12,92546TC,Medicare FL
92547,10.01,92547,Medicare FL
92548,45.98,92548,Medicare FL
92548,32.67,9254826,Medicare FL
92548,13.32,92548TC,Medicare FL
92549,62.48,92549,Medicare FL
92549,43.22,9254926,Medicare FL
92549,19.26,92549TC,Medicare FL
92550,21.21,92550,Medicare FL
92552,35.85,92552,Medicare FL
92553,43.36,92553,Medicare FL
92555,27.40,92555,Medicare FL
92556,42.42,92556,Medicare FL
92557,35.66,92557,Medicare FL
92562,45.55,92562,Medicare FL
92563,32.72,92563,Medicare FL
92565,19.89,92565,Medicare FL
92567,15.91,92567,Medicare FL
92568,14.84,92568,Medicare FL
92570,31.49,92570,Medicare FL
92571,29.28,92571,Medicare FL
92572,50.24,92572,Medicare FL
92575,69.82,92575,Medicare FL
92576,40.23,92576,Medicare FL
92577,20.83,92577,Medicare FL
92579,43.05,92579,Medicare FL
92582,81.53,92582,Medicare FL
92583,53.68,92583,Medicare FL
92584,106.58,92584,Medicare FL
92587,21.08,92587,Medicare FL
92587,17.46,9258726,Medicare FL
92587,3.62,92587TC,Medicare FL
92588,32.43,92588,Medicare FL
92588,27.56,9258826,Medicare FL
92588,4.87,92588TC,Medicare FL
92596,72.46,92596,Medicare FL
92597,71.12,92597,Medicare FL
92601,153.65,92601,Medicare FL
92602,96.37,92602,Medicare FL
92603,144.79,92603,Medicare FL
92604,86.88,92604,Medicare FL
92607,120.97,92607,Medicare FL
92608,47.43,92608,Medicare FL
92609,100.70,92609,Medicare FL
92610,83.40,92610,Medicare FL
92611,90.27,92611,Medicare FL
92612,190.08,92612,Medicare FL
92613,35.91,92613,Medicare FL
92614,143.94,92614,Medicare FL
92615,32.31,92615,Medicare FL
92616,220.16,92616,Medicare FL
92617,40.32,92617,Medicare FL
92620,86.48,92620,Medicare FL
92621,21.21,92621,Medicare FL
92622,77.18,92622,Medicare FL
92623,19.92,92623,Medicare FL
92625,65.89,92625,Medicare FL
92626,84.23,92626,Medicare FL
92627,19.92,92627,Medicare FL
92640,105.60,92640,Medicare FL
92651,80.47,92651,Medicare FL
92652,109.53,92652,Medicare FL
92653,81.06,92653,Medicare FL
92920,542.23,92920,Medicare FL
92924,646.97,92924,Medicare FL
92928,603.27,92928,Medicare FL
92933,676.77,92933,Medicare FL
92937,603.43,92937,Medicare FL
92941,677.26,92941,Medicare FL
92943,677.43,92943,Medicare FL
92950,318.83,92950,Medicare FL
92953,1.13,92953,Medicare FL
92960,150.25,92960,Medicare FL
92961,249.55,92961,Medicare FL
92970,193.45,92970,Medicare FL
92971,102.23,92971,Medicare FL
92972,144.24,92972,Medicare FL
92973,180.68,92973,Medicare FL
92974,165.61,92974,Medicare FL
92975,385.77,92975,Medicare FL
92977,54.40,92977,Medicare FL
92978,95.92,9297826,Medicare FL
92979,75.96,9297926,Medicare FL
92986,"1,355.35",92986,Medicare FL
92987,"1,396.60",92987,Medicare FL
92990,"1,117.13",92990,Medicare FL
92997,644.61,92997,Medicare FL
92998,325.77,92998,Medicare FL
93000,14.15,93000,Medicare FL
93005,6.12,93005,Medicare FL
93010,8.02,93010,Medicare FL
93015,69.79,93015,Medicare FL
93016,20.47,93016,Medicare FL
93017,35.71,93017,Medicare FL
93018,13.60,93018,Medicare FL
93024,108.39,93024,Medicare FL
93024,53.42,9302426,Medicare FL
93024,54.97,93024TC,Medicare FL
93025,119.54,93025,Medicare FL
93025,35.96,9302526,Medicare FL
93025,83.58,93025TC,Medicare FL
93040,12.85,93040,Medicare FL
93041,6.12,93041,Medicare FL
93042,6.73,93042,Medicare FL
93050,15.71,93050,Medicare FL
93050,8.02,9305026,Medicare FL
93050,7.69,93050TC,Medicare FL
93150,96.31,93150,Medicare FL
93151,84.32,93151,Medicare FL
93152,153.61,93152,Medicare FL
93153,50.06,93153,Medicare FL
93224,68.89,93224,Medicare FL
93225,17.39,93225,Medicare FL
93226,33.66,93226,Medicare FL
93227,17.85,93227,Medicare FL
93228,24.64,93228,Medicare FL
93229,765.69,93229,Medicare FL
93241,244.20,93241,Medicare FL
93242,11.44,93242,Medicare FL
93243,210.13,93243,Medicare FL
93244,22.63,93244,Medicare FL
93245,256.82,93245,Medicare FL
93246,11.44,93246,Medicare FL
93247,220.46,93247,Medicare FL
93248,24.92,93248,Medicare FL
93260,73.12,93260,Medicare FL
93260,40.09,9326026,Medicare FL
93260,33.03,93260TC,Medicare FL
93261,67.09,93261,Medicare FL
93261,34.37,9326126,Medicare FL
93261,32.72,93261TC,Medicare FL
93264,50.99,93264,Medicare FL
93268,166.01,93268,Medicare FL
93270,8.00,93270,Medicare FL
93271,134.41,93271,Medicare FL
93272,23.61,93272,Medicare FL
93278,30.58,93278,Medicare FL
93278,12.25,9327826,Medicare FL
93278,18.32,93278TC,Medicare FL
93279,64.72,93279,Medicare FL
93279,30.12,9327926,Medicare FL
93279,34.59,93279TC,Medicare FL
93280,75.60,93280,Medicare FL
93280,35.68,9328026,Medicare FL
93280,39.91,93280TC,Medicare FL
93281,80.62,93281,Medicare FL
93281,40.09,9328126,Medicare FL
93281,40.54,93281TC,Medicare FL
93282,76.56,93282,Medicare FL
93282,39.77,9328226,Medicare FL
93282,36.79,93282TC,Medicare FL
93283,94.23,93283,Medicare FL
93283,54.00,9328326,Medicare FL
93283,40.23,93283TC,Medicare FL
93284,101.63,93284,Medicare FL
93284,58.58,9328426,Medicare FL
93284,43.04,93284TC,Medicare FL
93285,57.57,93285,Medicare FL
93285,24.54,9328526,Medicare FL
93285,33.03,93285TC,Medicare FL
93286,43.19,93286,Medicare FL
93286,14.23,9328626,Medicare FL
93286,28.96,93286TC,Medicare FL
93287,50.06,93287,Medicare FL
93287,20.79,9328726,Medicare FL
93287,29.28,93287TC,Medicare FL
93288,53.78,93288,Medicare FL
93288,19.81,9328826,Medicare FL
93288,33.97,93288TC,Medicare FL
93289,69.47,93289,Medicare FL
93289,35.19,9328926,Medicare FL
93289,34.28,93289TC,Medicare FL
93290,51.14,93290,Medicare FL
93290,20.30,9329026,Medicare FL
93290,30.84,93290TC,Medicare FL
93291,46.77,93291,Medicare FL
93291,17.19,9329126,Medicare FL
93291,29.59,93291TC,Medicare FL
93292,49.26,93292,Medicare FL
93292,20.30,9329226,Medicare FL
93292,28.96,93292TC,Medicare FL
93293,42.27,93293,Medicare FL
93293,13.94,9329326,Medicare FL
93293,28.34,93293TC,Medicare FL
93294,29.12,93294,Medicare FL
93295,36.15,93295,Medicare FL
93296,20.20,93296,Medicare FL
93297,58.20,93297,Medicare FL
93297,24.23,9329726,Medicare FL
93297,33.97,93297TC,Medicare FL
93298,97.18,93298,Medicare FL
93298,24.23,9329826,Medicare FL
93298,72.94,93298TC,Medicare FL
93303,209.71,93303,Medicare FL
93303,59.62,9330326,Medicare FL
93303,150.09,93303TC,Medicare FL
93304,148.19,93304,Medicare FL
93304,34.88,9330426,Medicare FL
93304,113.31,93304TC,Medicare FL
93306,188.62,93306,Medicare FL
93306,67.00,9330626,Medicare FL
93306,121.62,93306TC,Medicare FL
93307,130.69,93307,Medicare FL
93307,42.10,9330726,Medicare FL
93307,88.59,93307TC,Medicare FL
93308,94.38,93308,Medicare FL
93308,24.25,9330826,Medicare FL
93308,70.13,93308TC,Medicare FL
93312,227.43,93312,Medicare FL
93312,103.31,9331226,Medicare FL
93312,124.12,93312TC,Medicare FL
93313,11.20,93313,Medicare FL
93314,218.86,93314,Medicare FL
93314,87.86,9331426,Medicare FL
93314,131.01,93314TC,Medicare FL
93315,122.41,9331526,Medicare FL
93316,25.86,93316,Medicare FL
93317,86.20,9331726,Medicare FL
93318,99.33,9331826,Medicare FL
93319,53.64,93319,Medicare FL
93320,48.67,93320,Medicare FL
93320,17.21,9332026,Medicare FL
93320,31.47,93320TC,Medicare FL
93321,23.94,93321,Medicare FL
93321,7.05,9332126,Medicare FL
93321,16.90,93321TC,Medicare FL
93325,22.04,93325,Medicare FL
93325,2.96,9332526,Medicare FL
93325,19.09,93325TC,Medicare FL
93350,178.12,93350,Medicare FL
93350,67.00,9335026,Medicare FL
93350,111.12,93350TC,Medicare FL
93351,223.03,93351,Medicare FL
93351,80.27,9335126,Medicare FL
93351,142.76,93351TC,Medicare FL
93352,33.27,93352,Medicare FL
93355,220.99,93355,Medicare FL
93356,35.56,93356,Medicare FL
93451,810.90,93451,Medicare FL
93451,131.69,9345126,Medicare FL
93451,679.21,93451TC,Medicare FL
93452,854.59,93452,Medicare FL
93452,239.49,9345226,Medicare FL
93452,615.10,93452TC,Medicare FL
93453,"1,091.70",93453,Medicare FL
93453,319.83,9345326,Medicare FL
93453,771.87,93453TC,Medicare FL
93454,861.73,93454,Medicare FL
93454,241.93,9345426,Medicare FL
93454,619.80,93454TC,Medicare FL
93455,961.30,93455,Medicare FL
93455,282.05,9345526,Medicare FL
93455,679.25,93455TC,Medicare FL
93456,"1,073.51",93456,Medicare FL
93456,315.41,9345626,Medicare FL
93456,758.10,93456TC,Medicare FL
93457,"1,170.83",93457,Medicare FL
93457,353.72,9345726,Medicare FL
93457,817.10,93457TC,Medicare FL
93458,993.32,93458,Medicare FL
93458,298.74,9345826,Medicare FL
93458,694.58,93458TC,Medicare FL
93459,"1,070.36",93459,Medicare FL
93459,338.36,9345926,Medicare FL
93459,731.99,93459TC,Medicare FL
93460,"1,187.41",93460,Medicare FL
93460,378.13,9346026,Medicare FL
93460,809.28,93460TC,Medicare FL
93461,"1,310.30",93461,Medicare FL
93461,418.24,9346126,Medicare FL
93461,892.06,93461TC,Medicare FL
93462,211.98,93462,Medicare FL
93463,96.29,93463,Medicare FL
93464,210.03,93464,Medicare FL
93464,86.57,9346426,Medicare FL
93464,123.46,93464TC,Medicare FL
93503,87.57,93503,Medicare FL
93505,620.36,93505,Medicare FL
93505,229.19,9350526,Medicare FL
93505,391.17,93505TC,Medicare FL
93563,52.05,93563,Medicare FL
93564,56.96,93564,Medicare FL
93565,27.82,93565,Medicare FL
93566,26.36,93566,Medicare FL
93567,38.62,93567,Medicare FL
93568,47.47,93568,Medicare FL
93569,37.34,93569,Medicare FL
93571,72.85,9357126,Medicare FL
93572,53.20,9357226,Medicare FL
93573,61.75,93573,Medicare FL
93574,68.95,93574,Medicare FL
93575,91.40,93575,Medicare FL
93580,999.16,93580,Medicare FL
93581,"1,358.59",93581,Medicare FL
93582,678.76,93582,Medicare FL
93583,761.27,93583,Medicare FL
93584,58.28,93584,Medicare FL
93585,55.01,93585,Medicare FL
93586,69.42,93586,Medicare FL
93587,102.49,93587,Medicare FL
93588,103.47,93588,Medicare FL
93590,"1,052.35",93590,Medicare FL
93591,863.56,93591,Medicare FL
93592,377.78,93592,Medicare FL
93593,182.83,9359326,Medicare FL
93594,277.94,9359426,Medicare FL
93595,251.46,9359526,Medicare FL
93596,312.73,9359626,Medicare FL
93597,408.81,9359726,Medicare FL
93598,64.77,9359826,Medicare FL
93600,117.01,9360026,Medicare FL
93602,114.78,9360226,Medicare FL
93603,114.78,9360326,Medicare FL
93609,274.59,9360926,Medicare FL
93610,162.26,9361026,Medicare FL
93612,159.54,9361226,Medicare FL
93613,298.26,93613,Medicare FL
93615,34.68,9361526,Medicare FL
93616,56.37,9361626,Medicare FL
93618,217.16,9361826,Medicare FL
93619,387.88,9361926,Medicare FL
93620,622.61,9362026,Medicare FL
93621,82.87,9362126,Medicare FL
93622,170.80,9362226,Medicare FL
93623,67.25,9362326,Medicare FL
93624,242.62,9362426,Medicare FL
93631,401.70,9363126,Medicare FL
93640,177.73,9364026,Medicare FL
93641,311.29,9364126,Medicare FL
93642,331.09,93642,Medicare FL
93642,253.90,9364226,Medicare FL
93642,77.19,93642TC,Medicare FL
93644,185.87,93644,Medicare FL
93644,138.13,9364426,Medicare FL
93644,47.74,93644TC,Medicare FL
93650,593.08,93650,Medicare FL
93653,854.06,93653,Medicare FL
93654,"1,028.98",93654,Medicare FL
93655,312.96,93655,Medicare FL
93656,968.27,93656,Medicare FL
93657,313.27,93657,Medicare FL
93660,157.42,93660,Medicare FL
93660,88.37,9366026,Medicare FL
93660,69.05,93660TC,Medicare FL
93662,67.72,9366226,Medicare FL
93668,13.94,93668,Medicare FL
93701,25.52,93701,Medicare FL
